Project_Name,Author,Commit_Date,Message,Repo_Path,Code_Churn,Local_Commit_Time,Avg_Complexity,Project_Age_(Years),Total_Commits,Sentiment,Negative Commit Percentage
ColossalAI,Fazzie-Maqianli,2022-09-08 14:11:04+00:00,[NFC] polish colossalai/zero/sharded_model/reduce_scatter.py code style (#1554),https://github.com/hpcaitech/ColossalAI,0,2022-09-08 06:11:04-08:00,29.0,3.353867214236824,40,neutral,5.0
ColossalAI,BlueRum,2022-12-19 14:37:07+00:00,[Gemini] Update coloinit_ctx to support meta_tensor (#2147),https://github.com/hpcaitech/ColossalAI,27,2022-12-19 06:37:07-08:00,39.0,3.353867214236824,24,neutral,16.666666666666664
ColossalAI,Camille Zhong,2023-03-10 01:55:58+00:00,"Fix the version of lightning and colossalai in Stable Diffusion environment requirement (#3073)

1. Modify the README of stable diffusion
2. Fix the version of pytorch lightning&lightning and colossalai version to enable codes running successfully.",https://github.com/hpcaitech/ColossalAI,1,2023-03-09 17:55:58-08:00,0.0,3.353867214236824,22,neutral,0.0
ColossalAI,Yuanchen,2023-03-22 11:09:39+00:00,"[chatgpt]add reward model code for deberta (#3199)

Co-authored-by: Yuanchen Xu <yuanchen.xu00@gmail.com>",https://github.com/hpcaitech/ColossalAI,89,2023-03-22 03:09:39-08:00,7.75,3.353867214236824,24,neutral,0.0
ColossalAI,jiangmingyan,2023-03-29 07:22:21+00:00,"[NFC] polish colossalai/global_variables.py code style (#3259)

Co-authored-by: luchen <luchen@luchendeMBP.lan>",https://github.com/hpcaitech/ColossalAI,0,2023-03-28 23:22:21-08:00,5.0,3.353867214236824,23,neutral,0.0
ColossalAI,Tong Li,2023-03-29 07:22:21+00:00,[NFC] polish colossalai/nn/_ops/addmm.py code style (#3274),https://github.com/hpcaitech/ColossalAI,4,2023-03-28 23:22:21-08:00,12.0,3.353867214236824,33,neutral,0.0
ColossalAI,Hongxin Liu,2023-04-12 08:03:25+00:00,"[gemini] gemini supports lazy init (#3379)

* [gemini] fix nvme optimizer init

* [gemini] gemini supports lazy init

* [gemini] add init example

* [gemini] add fool model

* [zero] update gemini ddp

* [zero] update init example

* add chunk method

* add chunk method

* [lazyinit] fix lazy tensor tolist

* [gemini] fix buffer materialization

* [misc] remove useless file

* [booster] update gemini plugin

* [test] update gemini plugin test

* [test] fix gemini plugin test

* [gemini] fix import

* [gemini] fix import

* [lazyinit] use new metatensor

* [lazyinit] use new metatensor

* [lazyinit] fix __set__ method",https://github.com/hpcaitech/ColossalAI,8,2023-04-12 00:03:25-08:00,49.71428571428572,3.353867214236824,196,neutral,8.673469387755102
ColossalAI,digger-yu,2023-04-12 15:09:30+00:00,"[doc] Update README-zh-Hans.md (#3541)

Fixing document link errors using absolute paths",https://github.com/hpcaitech/ColossalAI,0,2023-04-12 07:09:30-08:00,0.0,3.353867214236824,22,neutral,36.36363636363637
ColossalAI,digger yu,2023-05-17 03:13:23+00:00,"[NFC] fix typo with colossalai/auto_parallel/tensor_shard (#3742)

* fix typo applications/ and colossalai/ date 5.11

* fix typo colossalai/",https://github.com/hpcaitech/ColossalAI,0,2023-05-16 19:13:23-08:00,36.875,3.353867214236824,45,negative,71.11111111111111
ColossalAI,Baizhou Zhang,2023-06-06 05:36:11+00:00,[doc] fix docs about booster api usage (#3898),https://github.com/hpcaitech/ColossalAI,0,2023-06-05 21:36:11-08:00,28.0,3.353867214236824,51,neutral,9.803921568627452
ColossalAI,FoolPlayer,2023-06-08 07:01:34+00:00,"[shardformer] init shardformer code structure (#3731)

* init shardformer code structure

* add implement of sharder (inject and replace)

* add implement of replace layer to colossal layer

* separate different layer policy, add some notion

* implement 1d and 2d slicer, can tell col or row

* fix bug when slicing and inject model

* fix some bug; add inference test example",https://github.com/hpcaitech/ColossalAI,1033,2023-06-07 23:01:34-08:00,9.636363636363637,3.353867214236824,34,neutral,2.941176470588235
ColossalAI,Wenhao Chen,2023-06-13 05:31:56+00:00,"[chat] refactor actor class (#3968)

* refactor: separate log_probs fn from Actor forward fn

* refactor: separate generate fn from Actor class

* feat: update unwrap_model and get_base_model
* unwrap_model returns model not wrapped by Strategy
* get_base_model returns HF model for Actor, Critic and RewardModel

* feat: simplify Strategy.prepare

* style: remove get_base_model method of Actor

* perf: tokenize text in batches

* refactor: move calc_action_log_probs to utils of model

* test: update test with new forward fn

* style: rename forward fn args

* fix: do not unwrap model in save_model fn of naive strategy

* test: add gemini test for train_prompts

* fix: fix _set_default_generate_kwargs",https://github.com/hpcaitech/ColossalAI,31,2023-06-12 21:31:56-08:00,15.384615384615383,3.353867214236824,22,neutral,0.0
ColossalAI,Jianghai,2023-06-27 08:40:46+00:00,"[examples] copy resnet example to image (#4090)

* copy resnet example

* add pytest package

* skip test_ci

* skip test_ci

* skip test_ci",https://github.com/hpcaitech/ColossalAI,329,2023-06-27 00:40:46-08:00,9.0,3.353867214236824,59,neutral,0.0
ColossalAI,YeAnbang,2023-07-26 06:12:57+00:00,"[NFC] polish unary_elementwise_generator.py code style (#4267)

Co-authored-by: aye42 <aye42@gatech.edu>",https://github.com/hpcaitech/ColossalAI,0,2023-07-25 22:12:57-08:00,13.0,3.353867214236824,66,neutral,10.606060606060606
ColossalAI,flybird11111,2023-08-15 15:25:14+00:00,"[shardformer]fix, test gpt2 for AMP+TP (#4403)

* [shardformer] gpt2 tests fix

[shardformer] test all optimizations (#4399)

[shardformer] test all optimizations

[shardformer] test all optimizations

[shardformer] test all optimizations

[shardformer] gpt2 tests fix

* [shardformer] gpt2 tests fix",https://github.com/hpcaitech/ColossalAI,-4,2023-08-15 07:25:14-08:00,30.5,3.353867214236824,78,neutral,10.256410256410255
ColossalAI,Yuanheng Zhao,2023-09-14 10:03:55+00:00,"[hotfix] Fix import error: colossal.kernel without triton installed (#4722)

* [hotfix] remove triton kernels from kernel init

* revise bloom/llama kernel imports for infer",https://github.com/hpcaitech/ColossalAI,-2,2023-09-14 02:03:55-08:00,19.666666666666668,3.353867214236824,55,neutral,5.454545454545454
ColossalAI,yuehuayingxueluo,2024-01-11 13:39:29+00:00,"[Inference]Add BatchInferState, Sequence and InferConfig (#5149)

* add infer_struct and infer_config

* update codes

* change InferConfig

* Add hf_model_config to the engine

* rm _get_hf_model_config

* update codes

* made adjustments according to the feedback from the reviewer.

* update codes

* add ci test for config and struct",https://github.com/hpcaitech/ColossalAI,245,2024-01-11 13:39:29+00:00,8.0,3.353867214236824,47,neutral,10.638297872340424
ColossalAI,Runyu Lu,2024-03-08 06:19:35+00:00,[feat] cuda graph support and refactor non-functional api,https://github.com/hpcaitech/ColossalAI,238,2024-03-07 22:19:35-08:00,19.6,3.353867214236824,25,neutral,16.0
ColossalAI,傅剑寒,2024-03-08 06:44:37+00:00,"Merge pull request #5433 from Courtesy-Xs/add_silu_and_mul

【Inference】Add silu_and_mul for infer",https://github.com/hpcaitech/ColossalAI,140,2024-03-07 22:44:37-08:00,0.0,3.353867214236824,22,neutral,0.0
ColossalAI,Edenzzzz,2024-03-26 09:22:27+00:00,fixed layout converter caching and updated tester,https://github.com/hpcaitech/ColossalAI,10,2024-03-26 01:22:27-08:00,35.0,3.353867214236824,27,neutral,7.4074074074074066
ColossalAI,pre-commit-ci[bot],2024-04-08 08:41:09+00:00,"[pre-commit.ci] auto fixes from pre-commit.com hooks

for more information, see https://pre-commit.ci",https://github.com/hpcaitech/ColossalAI,-1,2024-04-08 08:41:09+00:00,1.0,3.353867214236824,26,neutral,0.0
ColossalAI,wangbluo,2024-04-30 08:10:20+00:00,add parallel output for mistral model,https://github.com/hpcaitech/ColossalAI,119,2024-04-30 08:10:20+00:00,87.5,3.353867214236824,65,neutral,23.07692307692308
ColossalAI,hxwang,2024-05-15 08:51:44+00:00,[gemini] prefetch chunks,https://github.com/hpcaitech/ColossalAI,79,2024-05-15 00:51:44-08:00,97.25,3.353867214236824,42,neutral,7.142857142857142
ColossalAI,botbw,2024-05-17 05:42:18+00:00,[chore] Update placement_policy.py,https://github.com/hpcaitech/ColossalAI,-5,2024-05-16 21:42:18-08:00,50.0,3.353867214236824,35,neutral,5.714285714285714
ColossalAI,GuangyaoZhang,2024-06-14 03:07:01+00:00,Copy llama to command,https://github.com/hpcaitech/ColossalAI,1510,2024-06-14 03:07:01+00:00,126.5,3.353867214236824,22,neutral,9.090909090909092
cookiecutter-django,Daniel Greenfeld,2013-08-14 17:43:32+00:00,Initial commit,https://github.com/cookiecutter/cookiecutter-django,8,2013-08-15 00:43:32+07:00,0.0,11.55920602327173,301,neutral,4.651162790697675
cookiecutter-django,Saurabh Kumar,2013-12-12 12:01:45+00:00,"Add .gitattributes file.

To deal with line endings. A project should not rely on
global settings.

https://help.github.com/articles/dealing-with-line-endings

Signed-off-by: Saurabh Kumar <thes.kumar@gmail.com>",https://github.com/cookiecutter/cookiecutter-django,2,2013-12-12 06:31:45-05:30,0.0,11.55920602327173,104,neutral,13.461538461538462
cookiecutter-django,Fábio C. Barrionuevo da Luz,2014-02-20 21:00:24+00:00,"Update version of libs

Update django-cache-url and django-model-utils to latest version",https://github.com/cookiecutter/cookiecutter-django,0,2014-02-20 23:00:24+02:00,0.0,11.55920602327173,369,neutral,1.6260162601626018
cookiecutter-django,Jay,2014-10-12 08:32:17+00:00,added optional celery support out of the box,https://github.com/cookiecutter/cookiecutter-django,68,2014-10-12 06:32:17-02:00,0.25,11.55920602327173,28,neutral,3.571428571428571
cookiecutter-django,Fabio C. Barrioneuvo da Luz,2014-12-18 15:19:56+00:00,update requirements,https://github.com/cookiecutter/cookiecutter-django,0,2014-12-18 18:19:56+03:00,0.0,11.55920602327173,79,neutral,2.5316455696202533
cookiecutter-django,Fabio C. Barrionuevo da Luz,2015-02-10 15:55:33+00:00,ignore pep8 on django-configurations import in wsgi.py file,https://github.com/cookiecutter/cookiecutter-django,0,2015-02-10 18:55:33+03:00,0.0,11.55920602327173,35,neutral,2.857142857142857
cookiecutter-django,Burhan Khalid,2015-07-06 11:09:13+00:00,adding redis support,https://github.com/cookiecutter/cookiecutter-django,2,2015-07-06 08:09:13-03:00,0.0,11.55920602327173,51,neutral,7.84313725490196
cookiecutter-django,Audrey Roy Greenfeld,2015-08-05 22:11:51+00:00,Update coverage version to 4.0b1.,https://github.com/cookiecutter/cookiecutter-django,0,2015-08-06 05:11:51+07:00,0.0,11.55920602327173,184,neutral,8.152173913043478
cookiecutter-django,Daniel Roy Greenfeld,2015-08-21 05:08:40+00:00,Changed requirements files to match current dependency versions,https://github.com/cookiecutter/cookiecutter-django,3,2015-08-21 12:08:40+07:00,0.0,11.55920602327173,237,neutral,5.907172995780591
cookiecutter-django,yunti,2015-09-17 11:09:26+00:00,"Production settings typo

(testing basic pull request before submitting more)",https://github.com/cookiecutter/cookiecutter-django,0,2015-09-17 10:09:26-01:00,0.0,11.55920602327173,22,neutral,0.0
cookiecutter-django,Jannis Gebauer,2015-09-28 07:42:13+00:00,Added advice on how to persist changes with boot2docker,https://github.com/cookiecutter/cookiecutter-django,5,2015-09-28 05:42:13-02:00,0.0,11.55920602327173,145,neutral,2.0689655172413794
cookiecutter-django,Trung Dong Huynh,2016-05-08 10:55:32+00:00,"Updated whitenoise configuration to match changes in version 3.0
(see http://whitenoise.evans.io/en/stable/changelog.html)",https://github.com/cookiecutter/cookiecutter-django,-3,2016-05-08 09:55:32-01:00,0.0,11.55920602327173,36,neutral,0.0
cookiecutter-django,pyup-bot,2016-06-14 15:47:21+00:00,Pin opbeat to latest version 3.3.3,https://github.com/cookiecutter/cookiecutter-django,0,2016-06-14 22:47:21+07:00,0.0,11.55920602327173,849,neutral,0.0
cookiecutter-django,pyup.io bot,2016-06-16 00:57:04+00:00,"Update flake8 to 2.6.0 (#625)

* Update flake8 from 2.5.5 to 2.6.0

* Update flake8 from 2.5.5 to 2.6.0",https://github.com/cookiecutter/cookiecutter-django,0,2016-06-16 07:57:04+07:00,0.0,11.55920602327173,1172,neutral,0.0853242320819112
cookiecutter-django,Nikita P. Shupeyko,2017-02-10 11:33:29+00:00,"Fix Docker test PyCharm Run Configurations settings file

Switch from env name=""DJANGO_SETTINGS_MODULE"" value=""config.settings.local"" to env name=""DJANGO_SETTINGS_MODULE"" value=""config.settings.test""",https://github.com/cookiecutter/cookiecutter-django,0,2017-02-10 08:33:29-03:00,0.0,11.55920602327173,113,neutral,12.389380530973453
cookiecutter-django,Shupeyko Nikita,2017-03-16 15:06:09+00:00,"Fix autoprefixer options in gulp styles task (#1081)

Fix `'last 2 version'` -> `'last 2 versions'` (https://www.npmjs.com/package/gulp-autoprefixer#usage)",https://github.com/cookiecutter/cookiecutter-django,0,2017-03-16 22:06:09+07:00,10.0,11.55920602327173,33,neutral,6.0606060606060606
cookiecutter-django,Bruno Alla,2017-08-01 21:34:09+00:00,"Update django-storages fixes #998

The -redux project is now the official project, update to the latest version",https://github.com/cookiecutter/cookiecutter-django,0,2017-08-01 20:34:09-01:00,0.0,11.55920602327173,1595,neutral,5.266457680250784
cookiecutter-django,Demetris Stavrou,2018-06-21 20:11:08+00:00,Redis config in local is now conditional on Celery.,https://github.com/cookiecutter/cookiecutter-django,2,2018-06-21 17:11:08-03:00,0.0,11.55920602327173,22,neutral,0.0
cookiecutter-django,browniebroke,2019-03-21 16:00:43+00:00,Update sentry-sdk from 0.7.6 to 0.7.7,https://github.com/cookiecutter/cookiecutter-django,0,2019-03-21 16:00:43+00:00,0.0,11.55920602327173,613,neutral,0.0
cookiecutter-django,Dani Hodovic,2019-06-20 15:41:31+00:00,"Remove redundant template debug setting

> 'debug': a boolean that turns on/off template debug mode. If it is
> True, the fancy error page will display a detailed report for any
> exception raised during template rendering. This report contains the
> relevant snippet of the template with the appropriate line highlighted.

> It defaults to the value of the DEBUG setting.

https://docs.djangoproject.com/en/2.2/topics/templates/#module-django.template.backends.django

I could be wrong about this, but it seems like setting the template
DEBUG setting is redundant, since it should follow whatever the DEBUG
variable is set to.",https://github.com/cookiecutter/cookiecutter-django,-7,2019-06-20 07:41:31-08:00,0.0,11.55920602327173,21,neutral,14.285714285714285
cookiecutter-django,Andrew-Chen-Wang,2020-02-06 20:17:46+00:00,"Added all supported Anymail Providers in cookiecutter.json
* Utilizes {% if %} since it's financially more wise to use AWS SES only if AWS is the cloud provider.
* FIXME: If AWS is not cloud provider, there are two None options. This may require a little hack inside of cookiecutter that I may not be aware of.",https://github.com/cookiecutter/cookiecutter-django,12,2020-02-07 01:17:46+05:00,0.0,11.55920602327173,42,neutral,9.523809523809524
cookiecutter-django,Andrew Chen Wang,2020-03-28 01:32:17+00:00,Update so apps load first when using asgi.py,https://github.com/cookiecutter/cookiecutter-django,1,2020-03-28 05:32:17+04:00,3.0,11.55920602327173,67,neutral,7.462686567164178
cookiecutter-django,github-actions[bot],2020-08-12 11:56:34+00:00,Auto-update pre-commit hooks,https://github.com/cookiecutter/cookiecutter-django,0,2020-08-12 11:56:34+00:00,0.0,11.55920602327173,112,neutral,0.0
cookiecutter-django,Jelmer Draaijer,2020-08-28 08:25:40+00:00,Add environment and traces_sample_rate keyword to sentry_sdk.init,https://github.com/cookiecutter/cookiecutter-django,6,2020-08-28 06:25:40-02:00,0.0,11.55920602327173,23,neutral,4.3478260869565215
cookiecutter-django,Arnav Choudhury,2020-09-07 12:28:49+00:00,Updated Gitlab CI to use Python 3.8 instead of Python 3.7 (#2794),https://github.com/cookiecutter/cookiecutter-django,0,2020-09-07 11:28:49-01:00,0.0,11.55920602327173,39,neutral,7.6923076923076925
cookiecutter-django,dependabot[bot],2020-09-09 12:25:44+00:00,"Update actions/setup-python requirement to v2.1.2

Updates the requirements on [actions/setup-python](https://github.com/actions/setup-python) to permit the latest version.
- [Release notes](https://github.com/actions/setup-python/releases)
- [Commits](https://github.com/actions/setup-python/commits/24156c231c5e9d581bde27d0cdbb72715060ea51)

Signed-off-by: dependabot[bot] <support@github.com>",https://github.com/cookiecutter/cookiecutter-django,0,2020-09-09 12:25:44+00:00,0.0,11.55920602327173,166,neutral,0.0
cookiecutter-django,github-actions,2021-11-19 02:15:50+00:00,Release 2021.11.18,https://github.com/cookiecutter/cookiecutter-django,8,2021-11-19 02:15:50+00:00,0.0,11.55920602327173,579,neutral,0.0
cookiecutter-django,Jelmer,2022-02-10 15:06:22+00:00,Fix GitLab CI error caused by Docker Compose's `platform` option (#3585),https://github.com/cookiecutter/cookiecutter-django,0,2022-02-10 15:06:22+00:00,0.0,11.55920602327173,98,negative,4.081632653061225
mem0,Taranjeet Singh,2023-06-20 08:59:41+00:00,Hello World,https://github.com/mem0ai/mem0,1,2023-06-20 03:29:41-05:30,0.0,1.7138945927446954,205,neutral,4.878048780487805
mem0,cachho,2023-06-23 14:23:57+00:00,feat: add markdown to plaintext,https://github.com/mem0ai/mem0,41,2023-06-23 08:53:57-05:30,8.0,1.7138945927446954,104,neutral,9.615384615384617
mem0,Deshraj Yadav,2023-07-10 12:12:29+00:00,feat: Add basic unit test for embedchain (#209),https://github.com/mem0ai/mem0,29,2023-07-10 06:42:29-05:30,3.0,1.7138945927446954,201,neutral,4.975124378109453
mem0,Dev Khant,2023-08-16 17:25:13+00:00,Add guide links to readme (#451),https://github.com/mem0ai/mem0,3,2023-08-16 11:55:13-05:30,0.0,1.7138945927446954,290,neutral,3.793103448275862
mem0,Sidharth Mohanty,2023-10-09 18:26:21+00:00,Improve tests (#780),https://github.com/mem0ai/mem0,606,2023-10-10 01:26:21+07:00,4.5,1.7138945927446954,77,neutral,7.792207792207792
mem0,Deven Patel,2023-10-18 20:53:15+00:00,[Feature] JSON data loader support (#816),https://github.com/mem0ai/mem0,95,2023-10-19 03:53:15+07:00,7.428571428571429,1.7138945927446954,91,neutral,3.296703296703297
mem0,Prateek Chhikara,2024-07-26 07:01:04+00:00,Improved readme (#1587),https://github.com/mem0ai/mem0,30,2024-07-26 14:01:04+07:00,0.0,1.7138945927446954,39,neutral,0.0
mem0,Dev-Khant,2024-08-04 15:40:51+00:00,Fix docs and config for vector store,https://github.com/mem0ai/mem0,2,2024-08-04 10:10:51-05:30,18.5,1.7138945927446954,29,neutral,3.4482758620689653
mem0,Saket Aryan,2024-11-04 15:19:51+00:00,Docs: Integration/Vercel AI SDK (#2009),https://github.com/mem0ai/mem0,169,2024-11-04 23:19:51+08:00,0.0,1.7138945927446954,23,neutral,8.695652173913043
fastapi,Sebastián Ramírez,2018-12-05 06:56:50+00:00,":tada: Start tracking messy initial stage

...before refactoring and breaking something",https://github.com/fastapi/fastapi,1787,2018-12-05 02:56:50-04:00,17.5,6.250513347022587,1688,neutral,4.087677725118484
fastapi,T. Tokusumi,2020-02-16 20:00:42+00:00,:memo: Add link: JP articles related to fastapi (#974),https://github.com/fastapi/fastapi,4,2020-02-16 19:00:42-01:00,0.0,6.250513347022587,22,neutral,0.0
fastapi,Xie Wei,2020-05-16 09:58:10+00:00,":globe_with_meridians: Add Chinese translation for index docs (#1191)

* Add Chinese tranlation for docs/index.md

* Fix syntax issue

* Update resource address of zh docs

* Optimize typography in zh docs

* improve translations

Co-authored-by: Waynerv <wei.xie@woqutech.com>",https://github.com/fastapi/fastapi,-3,2020-05-16 07:58:10-02:00,0.0,6.250513347022587,25,neutral,0.0
fastapi,Nils Lindemann,2020-08-03 07:12:07+00:00,"✏ Fix typos in docs for dependencies (#1675)

Co-authored-by: Sebastián Ramírez <tiangolo@gmail.com>",https://github.com/fastapi/fastapi,-1,2020-08-03 05:12:07-02:00,0.0,6.250513347022587,131,neutral,0.0
fastapi,Marcelo Trylesinski,2020-08-03 15:39:48+00:00,":pencil: Update external links (#1786)

Co-authored-by: Sebastián Ramírez <tiangolo@gmail.com>",https://github.com/fastapi/fastapi,4,2020-08-03 13:39:48-02:00,0.0,6.250513347022587,23,neutral,8.695652173913043
fastapi,github-actions,2020-10-11 10:04:35+00:00,📝 Update release notes,https://github.com/fastapi/fastapi,1,2020-10-11 10:04:35+00:00,0.0,6.250513347022587,2095,neutral,0.0
fastapi,SwftAlpc,2020-10-17 13:55:39+00:00,"🌐 Add Japanese translation for Tutorial - Header Parameters (#1935)

Co-authored-by: ryusuke.miyaji <bluce826@gmail.com>
Co-authored-by: ryuckel <36391432+ryuckel@users.noreply.github.com>
Co-authored-by: tokusumi <tksmtoms@gmail.com>
Co-authored-by: T. Tokusumi <41147016+tokusumi@users.noreply.github.com>
Co-authored-by: Sebastián Ramírez <tiangolo@gmail.com>",https://github.com/fastapi/fastapi,92,2020-10-17 11:55:39-02:00,0.0,6.250513347022587,23,neutral,0.0
fastapi,github-actions[bot],2020-10-18 20:19:01+00:00,"👥 Update FastAPI People (#2202)

Co-authored-by: github-actions <github-actions@github.com>",https://github.com/fastapi/fastapi,0,2020-10-18 18:19:01-02:00,0.0,6.250513347022587,26,neutral,0.0
fastapi,jaystone776,2021-06-29 12:24:19+00:00,"🌐 Add Chinese translation for Tutorial - Request - Files (#3244)

Co-authored-by: Xie Wei <ampedee@gmail.com>",https://github.com/fastapi/fastapi,154,2021-06-29 10:24:19-02:00,0.0,6.250513347022587,49,neutral,0.0
fastapi,dependabot[bot],2022-07-14 11:20:51+00:00,"⬆ Bump actions/setup-python from 2 to 4 (#5129)

Bumps [actions/setup-python](https://github.com/actions/setup-python) from 2 to 4.
- [Release notes](https://github.com/actions/setup-python/releases)
- [Commits](https://github.com/actions/setup-python/compare/v2...v4)

---
updated-dependencies:
- dependency-name: actions/setup-python
  dependency-type: direct:production
  update-type: version-update:semver-major
...

Signed-off-by: dependabot[bot] <support@github.com>

Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",https://github.com/fastapi/fastapi,0,2022-07-14 09:20:51-02:00,0.0,6.250513347022587,97,neutral,0.0
fastapi,pre-commit-ci[bot],2022-07-14 11:25:32+00:00,"⬆ [pre-commit.ci] pre-commit autoupdate (#5030)

updates:
- [github.com/pre-commit/pre-commit-hooks: v4.2.0 → v4.3.0](https://github.com/pre-commit/pre-commit-hooks/compare/v4.2.0...v4.3.0)
- [github.com/asottile/pyupgrade: v2.32.1 → v2.37.1](https://github.com/asottile/pyupgrade/compare/v2.32.1...v2.37.1)
- [github.com/psf/black: 22.3.0 → 22.6.0](https://github.com/psf/black/compare/22.3.0...22.6.0)

Co-authored-by: pre-commit-ci[bot] <66853113+pre-commit-ci[bot]@users.noreply.github.com>",https://github.com/fastapi/fastapi,0,2022-07-14 09:25:32-02:00,0.0,6.250513347022587,22,neutral,0.0
fastapi,Alejandra,2023-12-26 17:13:50+00:00,"📝 Restructure Docs section in Contributing page (#10844)

📝 Restructure Docs section in Contributing page",https://github.com/fastapi/fastapi,6,2023-12-26 16:13:50-01:00,0.0,6.250513347022587,50,neutral,0.0
fastapi,Hasan Sezer Taşan,2024-01-09 15:14:23+00:00,🌐 Add Turkish translation for `docs/tr/docs/newsletter.md` (#10550),https://github.com/fastapi/fastapi,5,2024-01-09 14:14:23-01:00,0.0,6.250513347022587,23,neutral,0.0
fastapi,Rafael de Oliveira Marques,2024-06-14 15:07:11+00:00,🌐 Add Portuguese translation for `docs/pt/docs/advanced/benchmarks.md` (#11713),https://github.com/fastapi/fastapi,34,2024-06-14 20:07:11+05:00,0.0,6.250513347022587,28,neutral,3.571428571428571
wave,Prithvi Prabhu,2020-05-16 20:07:08+00:00,Initial commit,https://github.com/h2oai/wave,23125,2020-05-17 03:07:08+07:00,14.5,4.799452429842574,1074,neutral,3.8175046554934826
wave,mturoci,2020-07-03 22:17:46+00:00,"Center loading/error on page, if any h2oai/q#678

* feat: Theming colors

* chore: Rollback theming changes (postponing later)",https://github.com/h2oai/wave,8,2020-07-04 05:17:46+07:00,2.0,4.799452429842574,220,neutral,4.545454545454546
wave,Peter Szabó,2020-07-03 22:20:10+00:00,Add -f to rm and fix pip install,https://github.com/h2oai/wave,0,2020-07-04 05:20:10+07:00,0.0,4.799452429842574,28,neutral,0.0
wave,lo5,2020-07-26 21:04:20+00:00,Add roadmap link to readme,https://github.com/h2oai/wave,1,2020-07-27 04:04:20+07:00,0.0,4.799452429842574,38,neutral,0.0
wave,Martin Turoci,2020-10-26 21:15:06+00:00,fix: repair checkbox and visible prop regression,https://github.com/h2oai/wave,1,2020-10-27 04:15:06+07:00,2.5,4.799452429842574,590,neutral,8.135593220338983
wave,Alexandre Alencar,2021-10-20 09:13:43+00:00,feat: add min and max support for datepicker #584 (#1078),https://github.com/h2oai/wave,42,2021-10-20 07:13:43-02:00,208.5,4.799452429842574,38,neutral,5.263157894736842
wave,Marek Mihok,2022-01-05 15:58:58+00:00,"feat: Add ability to turn off spellcheck for textbox #606 (#1175)

* feat: Add ability to turn off spellcheck for textbox

* chore: address code review comments #606",https://github.com/h2oai/wave,39,2022-01-05 14:58:58-01:00,212.8,4.799452429842574,143,neutral,7.6923076923076925
wave,Martin Turóci,2023-06-21 08:51:18+00:00,feat: Wave share client. (#1953),https://github.com/h2oai/wave,102,2023-06-21 06:51:18-02:00,33.5,4.799452429842574,35,neutral,2.857142857142857
wave-apps,VijithaEkanayake,2020-11-12 08:25:38+00:00,Initial project setup and app,https://github.com/h2oai/wave-apps,4314,2020-11-12 02:55:38-05:30,7.75,3.865845311430527,146,neutral,7.534246575342466
wave-apps,Dulaj Atapattu,2020-11-12 08:58:42+00:00,Fix typo in README,https://github.com/h2oai/wave-apps,0,2020-11-12 03:28:42-05:30,0.0,3.865845311430527,316,negative,8.860759493670885
wave-apps,Michelle Tanco,2020-11-14 00:10:01+00:00,Add the list of OSS applications and priorities,https://github.com/h2oai/wave-apps,181,2020-11-14 08:10:01+08:00,0.0,3.865845311430527,67,neutral,2.985074626865672
harmony,Thomas Wood,2023-05-02 11:14:22+00:00,first commit,https://github.com/harmonydata/harmony,1,2023-05-02 10:14:22-01:00,0.0,1.787816563997262,420,neutral,2.619047619047619
harmony,Zairon Jacobs,2023-07-06 12:48:11+00:00,cache instruments,https://github.com/harmonydata/harmony,86,2023-07-06 10:48:11-02:00,3.4,1.787816563997262,28,neutral,0.0
Jarvis,Sukeesh,2017-03-10 22:09:15+00:00,Initial commit,https://github.com/sukeesh/Jarvis,2,2017-03-10 16:39:15-05:30,0.0,7.942505133470226,32,neutral,3.125
Jarvis,StefanosChaliasos,2017-03-17 08:07:14+00:00,Update main.py,https://github.com/sukeesh/Jarvis,0,2017-03-17 06:07:14-02:00,29.0,7.942505133470226,72,neutral,12.5
Jarvis,Lucas Keune,2017-03-17 15:29:31+00:00,Fix tabs to spaces,https://github.com/sukeesh/Jarvis,0,2017-03-17 14:29:31-01:00,29.0,7.942505133470226,32,neutral,3.125
Jarvis,Brent,2017-03-23 04:50:28+00:00,added a chuck norris fact function,https://github.com/sukeesh/Jarvis,21,2017-03-23 08:50:28+04:00,56.0,7.942505133470226,26,neutral,0.0
Jarvis,Ander Raso Vázquez,2017-04-05 16:47:03+00:00,say command implemented,https://github.com/sukeesh/Jarvis,11,2017-04-05 14:47:03-02:00,82.0,7.942505133470226,39,neutral,2.564102564102564
Jarvis,appi,2017-06-28 06:39:53+00:00,prepare for pip release,https://github.com/sukeesh/Jarvis,38,2017-06-28 01:09:53-05:30,0.0,7.942505133470226,95,neutral,7.368421052631578
Jarvis,Arpit Choudhary,2017-06-28 17:53:03+00:00,"added calculate command issue#104 (#116)

* added calculate command

* added name in contributors list",https://github.com/sukeesh/Jarvis,16,2017-06-28 14:53:03-03:00,127.0,7.942505133470226,177,neutral,7.909604519774012
